0.105172219,0.067302185,0.13954334,0.210763815,0.162788386,0.010475527,0.209051503,0.200852997,0.141338066,0.083442813,0.032530302,0.086298256
0.098359232,0.096240848,0.017397775,0.171452613,0.115897526,0.010699392,0.093212662,0.162269156,0.136467519,0.133255747,0.09721723,0.107149808
0.10774829,0.079967953,0.026437583,0.124438129,0.148237071,0.005291821,0.222498696,0.097842793,0.079656233,0.157571554,0.080777265,0.185328586
0.199796848,0.122237586,0.221663215,0.141117281,0.218271952,0.007261257,0.028305794,0.119290604,0.100031489,0.094651463,0.091035831,0.101858237
0.205113793,0.119936958,0.133222306,0.08527594,0.165081783,0.054958492,0.139757526,0.148520538,0.088418614,0.111207793,0.043972643,0.09154068
0.105395092,0.27893588,0.062291939,0.074609133,0.196978696,0.060884746,0.101545286,0.1931454,0.073496306,0.092338442,0.168390442,0.062655947
0.129270645,0.098691601,0.138344508,0.169787981,0.166519299,0.072115135,0.113594587,0.03081457,0.20352096,0.038568848,0.092407563,0.02169761
0.131783613,0.145155145,0.085303059,0.26825676,0.107423982,0.067897966,0.12418917,0.109099439,0.026605897,0.125060751,0.120813145,0.080496655
,,,,,,,,,,,
0,0,0,1,0,-1,1,1,0,0,-1,0
0,0,-1,0,0,-1,0,0,0,0,0,0
0,0,-1,0,0,-1,1,0,0,0,0,1
1,0,1,0,1,-1,-1,0,0,0,0,0
1,0,0,0,0,-1,0,0,0,0,-1,0
0,1,-1,0,1,-1,0,1,0,0,0,-1
0,0,0,0,0,0,0,-1,1,-1,0,-1
0,0,0,1,0,0,0,0,-1,0,0,0
,,,,,,,,,,,
0.176559592,,,,,,,,,,,
0.066304167,,,,,,,,,,,
